Bacteria_Prevotella_copri_GCF_000157935_NrdDc__POCBOFGG_00658	NrdD;NrdDc;NrdDc0
Bacteria_Clostridium_botulinum_B_GCF_000020165_NrdDc__CJPLHODC_00126	NrdD;NrdDc;NrdDc0
Bacteria_Clostridium_X_cadaveris_GCF_000424205_NrdDc__KHDNHLND_01601	NrdD;NrdDc;NrdDc0
Bacteria_Clostridium_AD_estertheticum_B_GCF_011065905_NrdDc__DAJBCEGM_01061	NrdD;NrdDc;NrdDc0
Bacteria_Clostridium_B_sp003497125_GCA_903789665_NrdDc__HNNMPEEM_01265	NrdD;NrdDc;NrdDc0
Bacteria_Cellulosilyticum_sp002735925_GCA_002735925_NrdDc__BMOOPOLF_01309	NrdD;NrdDc;NrdDc0
Bacteria_JAAYSX01_sp012518255_GCA_012518255_NrdDc__JBLGCLGG_00761	NrdD;NrdDc;NrdDc0
Bacteria_Hathewaya_proteolytica_GCF_900142225_NrdDc__OGJGLLBF_00229	NrdD;NrdDc;NrdDc0
Bacteria_Inediibacterium_sp004138215_GCF_004138215_NrdDc__KMOCNDGJ_00642	NrdD;NrdDc;NrdDc0
Bacteria_Clostridium_AF_grantii_GCF_900129965_NrdDc__CJJLDNCN_03214	NrdD;NrdDc;NrdDc0
Bacteria_Clostridium_AC_tepidiprofundi_GCF_001594005_NrdDc__AKHIGGHI_01912	NrdD;NrdDc;NrdDc0
Bacteria_Clostridium_F_sp001276215_GCF_001276215_NrdDc__FFBCNGEA_00798	NrdD;NrdDc;NrdDc0
Bacteria_Haloimpatiens_sp000744935_GCF_000744935_NrdDc__DDDICCCG_03568	NrdD;NrdDc;NrdDc0
Bacteria_Clostridium_S_pasteurianum_A_GCF_001705235_NrdDc__DILAAANE_01494	NrdD;NrdDc;NrdDc0
Bacteria_Clostridium_AN_bornimense_GCF_000577895_NrdDc__MNNOEEGO_00510	NrdD;NrdDc;NrdDc0
Bacteria_Clostridium_AO_liquoris_GCF_002995785_NrdDc__JDLONLDI_00038	NrdD;NrdDc;NrdDc0
Bacteria_UBA4881_sp002399235_GCA_002399235_NrdDc__HBGLHEHI_00118	NrdD;NrdDc;NrdDc0
Bacteria_CSBR16-88_sp007116145_GCA_007116145_NrdDc__BPFEFIBE_01714	NrdD;NrdDc;NrdDc0
Bacteria_DTU012_sp012521805_GCA_012521805_NrdDc__LOGJLKEH_00708	NrdD;NrdDc;NrdDc0
Bacteria_JAAYRO01_sp012518735_GCA_012518735_NrdDc__INNFFHCA_01935	NrdD;NrdDc;NrdDc0
Bacteria_B1SED10-159_sp003551965_GCA_003551965_NrdDc__JDBOIMEO_00068	NrdD;NrdDc;NrdDc0
Bacteria_JAAYFS01_sp012728115_GCA_012728115_NrdDc__FBIBKAMI_00423	NrdD;NrdDc;NrdDc0
Bacteria_Halonatronum_saccharophilum_GCF_000517025_NrdDc__ILICGGPM_00856	NrdD;NrdDc;NrdDc0
Bacteria_UBA993_sp002292015_GCA_002292015_NrdDc__MBMAFBPO_01719	NrdD;NrdDc;NrdDc0
Bacteria_JAAZPQ01_sp012510325_GCA_012510325_NrdDc__MDNDIMAG_00763	NrdD;NrdDc;NrdDc0
Bacteria_JAAZLS01_sp012799185_GCA_012799185_NrdDc__LGJPGGCN_01427	NrdD;NrdDc;NrdDc0
Bacteria_SKNC01_sp003560915_GCA_003560915_NrdDc__OFCBKMJI_00699	NrdD;NrdDc;NrdDc0
Bacteria_JAAZDR01_sp012512705_GCA_012512705_NrdDc__JKCINFIK_00895	NrdD;NrdDc;NrdDc0
Bacteria_PWVN01_sp003561835_GCA_003561835_NrdDc__IJFFKMGD_00745	NrdD;NrdDc;NrdDc0
Bacteria_PWGO01_sp003554525_GCA_003554525_NrdDc__FCCGEPKG_00290	NrdD;NrdDc;NrdDc0
Bacteria_JAAYSV01_sp012518215_GCA_012518215_NrdDc__ODBNHAJE_01735	NrdD;NrdDc;NrdDc0
Bacteria_DTU027_sp002385745_GCA_002385745_NrdDc__BJDBPDLM_00888	NrdD;NrdDc;NrdDc0
Bacteria_Caloramator_fervidus_GCF_900108045_NrdDc__NFHJHBIA_00905	NrdD;NrdDc;NrdDc0
Bacteria_BRH-c25_sp012519325_GCA_012519325_NrdDc__HLLKLIDN_00530	NrdD;NrdDc;NrdDc0
Bacteria_CAINFC01_sp903847975_GCA_903847975_NrdDc__NPEPFHCA_00377	NrdD;NrdDc;NrdDc0
Bacteria_WRAU01_sp009780035_GCA_009780035_NrdDc__GFOHHPFI_00559	NrdD;NrdDc;NrdDc0
Bacteria_DULK01_sp902812435_GCA_902812435_NrdDc__AEBMKNFI_01575	NrdD;NrdDc;NrdDc0
Bacteria_Desulfotomaculum_aeronauticum_GCF_900142375_NrdDc__HLJNMOEE_01552	NrdD;NrdDc;NrdDc0
Bacteria_BRHc4a_sp000802095_GCA_000802095_NrdDc__FBLGLADI_03891	NrdD;NrdDc;NrdDc0
Bacteria_SURF-55_sp003604985_GCA_003604985_NrdDc__POBADEAJ_00316	NrdD;NrdDc;NrdDc0
Bacteria_DTU052_sp001512495_GCA_001512495_NrdDc__ANNFMAKD_00691	NrdD;NrdDc;NrdDc0
Bacteria_Ch109_sp013178275_GCA_013178275_NrdDc__CALEBNBN_00720	NrdD;NrdDc;NrdDc0
